Name,Type,Size,Armor,Hit Points,Move Burrow,Move Climb,Move Fly,Move Swim,Move Walk,Stat Str,Stat Dex,Stat Con,Stat Int,Stat Wis,Stat Cha,Save Str,Save Dex,Save Con,Save Int,Save Wis,Save Cha,Blind Sight,Dark Vision,Tremorsense,True Sight,Immune Acid,Immune Bludgeoning,Immune Cold,Immune Fire,Immune Force,Immune Lightning,Immune Necrotic,Immune Piercing,Immune Poison,Immune Psychic,Immune Radiant,Immune Slashing,Immune Thunder,Resist Acid,Resist Bludgeoning,Resist Cold,Resist Fire,Resist Force,Resist Lightning,Resist Necrotic,Resist Piercing,Resist Poison,Resist Psychic,Resist Radiant,Resist Slashing,Resist Thunder,Cause Blinded,Cause Charmed,Cause Deafened,Cause Frightened,Cause Grappled,Cause Incapacitated,Cause Invisible,Cause Paralyzed,Cause Petrified,Cause Poisoned,Cause Prone,Cause Restrained,Cause Stunned,Cause Unconscious,Multiattack,Spellcasting,Damage Tags,Spellcasting Tags,Trait Tags,Elo Rank
Skulk,humanoid,2,14,18,0,0,0,0,30,6,19,10,10,7,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"N,S",,,111
Skull Lord,undead,2,18,105,0,0,0,0,30,14,16,17,16,15,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"B,N",CS,Legendary Resistances,2709
Soul Monger,humanoid,2,15,123,0,0,0,0,30,8,17,14,19,15,13,0,7,0,0,6,5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,"N,P,Y",I,"Fey Ancestry,Magic Resistance",3113
Spirit Troll,giant,3,17,97,0,0,0,0,30,1,17,13,8,9,16,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"O,Y",,"Incorporeal Movement,Regeneration",3233
Spring Eladrin,fey,2,19,127,0,0,0,0,30,14,16,16,18,11,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,"P,S,Y",I,Magic Resistance,2455
Star Spawn Grue,aberration,1,11,17,0,0,0,0,30,6,13,10,9,11,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,,-335
Star Spawn Hulk,aberration,3,16,136,0,0,0,0,30,20,8,21,7,12,9,0,3,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,"B,Y",,,2597
Star Spawn Larva Mage,aberration,2,16,168,0,0,0,0,30,17,12,23,18,12,16,0,6,0,0,6,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,"B,N",I,,3277
Star Spawn Mangler,aberration,2,14,71,0,40,0,0,40,8,18,12,11,12,7,0,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"S,Y",,Ambusher,1676
Star Spawn Seer,aberration,2,17,153,0,0,0,0,30,14,12,18,22,19,16,0,6,0,11,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"B,O,Y",,,3683
Steel Predator,construct,3,20,207,0,0,0,0,40,24,17,22,4,14,6,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"P,S,T",I,"Magic Resistance,Magic Weapons",3988
Stone Cursed,construct,2,17,19,0,0,0,0,10,16,5,14,5,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,S,,False Appearance,417
Stone Defender,construct,2,16,52,0,0,0,0,30,19,10,17,3,10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B,,"False Appearance,Magic Resistance",1507
Summer Eladrin,fey,2,19,127,0,0,0,0,50,19,21,16,14,12,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"F,P,S",,Magic Resistance,3302
Sword Wraith Commander,undead,2,18,127,0,0,0,0,30,18,14,18,11,12,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"N,P,S",,Turn Resistance,2249
Sword Wraith Warrior,undead,2,16,45,0,0,0,0,30,18,12,17,6,9,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P,S",,,1176
The Angry,monstrosity,2,18,255,0,0,0,0,30,17,10,19,8,13,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"P,Y",,,3529
The Hungry,monstrosity,2,17,225,0,0,0,0,30,19,10,17,6,11,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,"N,P,S",,,3153
The Lonely,monstrosity,2,16,112,0,0,0,0,30,16,12,17,6,11,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"P,Y",,,2443
The Lost,monstrosity,2,15,78,0,0,0,0,30,17,12,15,6,7,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,"P,Y",,,1769
The Wretched,monstrosity,1,15,10,0,0,0,0,40,7,12,9,5,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N,P",,,49
Titivilus,fiend,2,20,127,0,0,60,0,40,19,22,17,24,22,26,0,11,8,0,11,13,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,"N,S",I,"Legendary Resistances,Magic Resistance,Magic Weapons,Regeneration",3341
Tortle,humanoid,2,17,22,0,0,0,0,30,15,10,12,11,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B,P,S",,Hold Breath,267
Tortle Druid,humanoid,2,17,33,0,0,0,0,30,14,10,12,11,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"B,S",CD,Hold Breath,500
Vampiric Mist,undead,2,13,30,0,0,30,0,0,6,16,16,6,12,7,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N,R",,Sunlight Sensitivity,1289
Venom Troll,giant,3,15,94,0,0,0,0,30,18,13,20,7,9,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"I,P,S",,"Keen Senses,Regeneration",3011
Wastrilith,fiend,3,18,157,0,0,0,80,30,19,18,21,19,12,14,9,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"A,I,P,S",,"Amphibious,Magic Resistance",3725
Water Elemental Myrmidon,elemental,2,18,127,0,0,0,40,40,18,14,15,8,10,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"C,P",,Magic Weapons,2232
White Abishai,fiend,2,15,68,0,0,40,0,30,16,11,18,11,12,13,6,0,7,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"C,P,S",,"Devil's Sight,Magic Resistance,Magic Weapons,Reckless",1726
Winter Eladrin,fey,2,19,127,0,0,0,0,30,11,10,16,18,17,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"C,P,S",I,Magic Resistance,2043
Yagnoloth,fiend,3,17,147,0,0,0,0,40,19,14,21,16,15,18,0,6,0,7,6,8,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,"B,L,N",I,"Magic Resistance,Magic Weapons",2824
Yeenoghu,fiend,4,20,333,0,0,0,0,50,29,16,26,15,24,15,0,10,15,0,14,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,"B,P",I,"Legendary Resistances,Magic Resistance,Magic Weapons,Rampage",4537
Young Kruthik,monstrosity,1,16,9,10,30,0,0,30,13,16,13,4,10,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,"Keen Senses,Pack Tactics",-77
Zaratan,elemental,5,21,307,0,0,0,40,40,30,10,30,2,21,18,0,0,0,0,12,11,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,"B,P,T",,"Legendary Resistances,Magic Weapons,Siege Monster",4320
Zuggtmoy,fiend,3,18,304,0,0,0,0,30,22,15,18,20,19,24,0,9,11,0,11,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,"B,I",I,"Legendary Resistances,Magic Resistance,Magic Weapons",2942
Avatar of Death,undead,2,20,1,0,0,60,0,60,16,16,16,16,16,16,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N,O,S",,"Incorporeal Movement,Turn Immunity",1565
Amphisbaena,monstrosity,2,14,11,0,0,0,30,30,14,18,12,3,10,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"I,P",,,1103
Bullywug Croaker,humanoid,2,15,33,0,0,0,40,20,14,12,12,7,15,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P,Y",,Amphibious,705
Bullywug Royal,humanoid,2,15,52,0,0,0,40,20,16,12,14,10,11,14,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,P,,"Amphibious,Brute",1039
Drowned Ascetic,undead,2,13,75,0,0,0,0,30,12,16,16,3,9,5,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B,,Undead Fortitude,882
Drowned Assassin,undead,2,14,67,0,0,0,0,30,15,16,16,9,9,16,0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"I,P",,Undead Fortitude,1398
Drowned Blade,undead,2,10,45,0,0,0,0,30,16,8,16,3,9,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,S,,Undead Fortitude,954
Drowned Master,undead,2,14,157,0,0,0,0,30,17,12,16,9,14,12,0,0,7,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"C,N,S",,Undead Fortitude,2610
Giant Coral Snake,beast,3,13,90,0,0,0,30,30,12,16,14,2,10,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,P,,,1352
Giant Sea Eel,beast,3,14,19,0,0,0,40,0,11,14,12,7,10,7,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,Water Breathing,453
Harpy Matriarch,monstrosity,2,14,88,0,0,40,0,20,13,16,12,9,10,16,0,6,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,S,,Magic Resistance,1896
Juvenile Kraken,monstrosity,4,16,207,0,0,0,50,20,24,11,20,19,15,17,12,5,10,9,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"A,B,I,L,P",,Amphibious,3341
Koalinth,humanoid,2,14,16,0,0,0,20,30,13,11,12,11,10,11,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,Amphibious,-619
Koalinth Sergeant,humanoid,2,14,33,0,0,0,30,30,14,11,12,11,10,12,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"P,S",,Amphibious,699
Kysh,humanoid,2,13,27,0,0,0,30,30,14,16,12,10,13,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,P,I,Amphibious,177
Living Iron Statue,construct,2,16,102,0,0,0,0,20,16,14,18,6,10,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"B,S",,Immutable Form,2071
Lizardfolk Commoner,humanoid,2,13,16,0,0,0,30,30,15,10,12,7,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,Hold Breath,-154
Lizardfolk Render,humanoid,3,15,52,0,0,0,30,30,16,10,14,7,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"P,S",,Hold Breath,1392
Lizardfolk Scaleshield,humanoid,2,16,32,0,0,0,30,30,15,10,14,7,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,P,,Hold Breath,781
Lizardfolk Subchief,humanoid,2,14,52,0,0,0,30,30,14,12,14,10,16,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,P,CC,Hold Breath,1685
Locathah,humanoid,2,13,22,0,0,0,30,30,13,12,12,11,10,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,P,,,-118
Locathah Hunter,humanoid,2,14,33,0,0,0,30,30,13,14,12,11,14,11,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"B,P",,,1094
Maw of Sekolah,monstrosity,4,12,114,0,0,0,50,0,21,12,17,2,14,7,8,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"B,P,S",,"Legendary Resistances,Water Breathing",2563
Merfolk Salvager,humanoid,2,12,22,0,0,0,40,10,12,14,12,11,10,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,P,,Amphibious,129
Minotaur Living Crystal Statue,construct,3,15,136,0,0,0,0,30,18,9,16,6,10,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"P,S",,Immutable Form,2412
Monstrous Peryton,monstrosity,3,14,144,0,0,60,0,20,19,14,16,9,14,10,8,6,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"P,S",,"Flyby,Keen Senses,Legendary Resistances",2732
Mr. Dory,aberration,2,18,170,0,0,0,0,30,13,20,19,14,14,16,0,0,8,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"A,I,N,P",I,Magic Resistance,2942
Oceanus,humanoid,2,12,30,0,0,0,30,30,15,12,16,11,12,10,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,Amphibious,-11
Pirate Bosun,humanoid,2,12,27,0,0,0,0,30,16,11,13,11,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"B,P",,,190
Pirate Captain,humanoid,2,14,45,0,0,0,0,30,16,14,14,11,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"P,S",,,925
Pirate Deck Wizard,humanoid,2,15,32,0,0,0,0,30,10,14,14,16,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,B,CW,,543
Pirate First Mate,humanoid,2,16,26,0,0,0,0,30,14,11,14,11,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,S,,,665
Rip Tide Priest,humanoid,2,13,52,0,0,0,0,30,15,11,14,10,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,B,CS,,1133
Sahuagin Blademaster,humanoid,2,20,97,0,0,0,40,30,16,12,14,12,11,12,6,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"P,S",,,3053
Sahuagin Champion,humanoid,2,16,71,0,0,0,40,30,16,14,12,12,13,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"P,S",,,1809
Sahuagin Coral Smasher,humanoid,2,14,33,0,0,0,40,30,16,12,12,12,13,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"B,P,S",,Siege Monster,988
Sahuagin Deep Diver,humanoid,2,15,91,0,0,0,40,30,14,16,15,12,13,9,0,0,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"P,S",,,2268
Sahuagin Hatchling Swarm,beast,3,14,52,0,0,0,40,0,9,18,12,3,10,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P,S",,Water Breathing,1590
Sahuagin High Priestess,humanoid,2,14,71,0,0,0,40,30,14,12,14,12,16,10,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"P,S",CC,,2340
Sahuagin Wave Shaper,humanoid,2,14,60,0,0,0,40,30,10,12,12,16,14,12,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"B,C,P,S",I,,2162
Sanbalet,humanoid,2,11,27,0,0,0,0,30,10,12,11,16,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P,CW,,1066
Shell Shark,monstrosity,2,18,32,0,0,0,40,0,15,12,14,3,10,7,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,P,,"Magic Resistance,Water Breathing",1857
Skeletal Alchemist,undead,2,11,32,0,0,0,0,30,9,13,15,14,10,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"A,S",,Magic Resistance,218
Skeletal Juggernaut,undead,3,13,142,0,0,0,0,30,16,14,15,6,8,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"B,S",,,2024
Skeletal Swarm,undead,3,13,60,0,0,0,0,30,12,14,15,6,8,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,,,1078
Skum,aberration,2,14,93,0,0,0,40,20,19,11,18,7,12,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"A,P,Y",,Amphibious,2161
Thousand Teeth,monstrosity,3,12,93,0,0,0,50,30,19,10,17,2,10,7,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"B,P",,"Hold Breath,Legendary Resistances",2154
